"","gene_id","YTHDF2-1_count","YTHDF2-2_count","YTHDF2-3_count","Vector-1_count","Vector-2_count","Vector-3_count"
"ENSMUSG00000011267","ENSMUSG00000011267",1.95465301539417,2.26187947870345,2.23389195576213,1.94725289856589,1.69098497976564,2.34462204315821
"ENSMUSG00000078816","ENSMUSG00000078816",5.10381620686256,2.21920250740716,5.02625690046478,4.52265189344336,6.08754592715631,4.13100074270733
"ENSMUSG00000078812","ENSMUSG00000078812",183.737383447052,243.642829130528,239.737223070654,230.718061175243,286.396489406307,268.235926604172
"ENSMUSG00000015478","ENSMUSG00000015478",26.2249279565385,22.4480869018494,27.2636359146423,31.2188609866854,33.1433056034066,30.7033838985004
"ENSMUSG00000099759","ENSMUSG00000099759",2.497612186337,2.73132616296266,3.75700010741812,3.14073048155789,2.76194213361721,2.34462204315821
"ENSMUSG00000048787","ENSMUSG00000048787",34.3693155206809,26.6731070601822,39.8038930299433,43.781782912917,62.1718810893834,33.4946006165459
"ENSMUSG00000027405","ENSMUSG00000027405",22.6413974283158,41.8234318703657,40.7177579209369,27.449984408816,31.5650529556253,47.673981544217
"ENSMUSG00000050295","ENSMUSG00000050295",10.1533364966308,19.3753449685164,17.6680545592095,6.90960705942736,5.07295493929692,8.31782581977557
"ENSMUSG00000027404","ENSMUSG00000027404",44.7941316027831,53.8156608046236,58.1319611215371,55.0255980368943,48.249438089313,61.7975381375272
"ENSMUSG00000093505","ENSMUSG00000093505",2.33472443505415,2.09117159351829,2.18312168404026,2.51258438524631,2.14191430770315,1.56308136210548
"ENSMUSG00000050299","ENSMUSG00000050299",37.084111375395,29.0630174527745,39.6515822147777,36.9349904631208,23.1101280567971,27.6330455086504
"ENSMUSG00000027406","ENSMUSG00000027406",207.736178802725,180.608942525906,163.48027494441,213.318414307412,412.713067394801,205.54519911687
"ENSMUSG00000097617","ENSMUSG00000097617",11.8365099265536,4.5237589574069,6.80321641073011,8.66841612909978,7.66579857493757,9.88090718188105
"ENSMUSG00000097616","ENSMUSG00000097616",7.81861206157669,7.93791666111023,5.78781097629278,7.34930932684547,10.2586422105782,6.97804179511373
"ENSMUSG00000041133","ENSMUSG00000041133",164.408036961488,214.153041964791,181.503721405673,173.556766410889,153.766900826689,206.270915463562
"ENSMUSG00000112023","ENSMUSG00000112023",13.5196833564764,13.7419847574059,20.4604195039122,17.3368322581996,10.5968392065314,8.82024482902376
"ENSMUSG00000041134","ENSMUSG00000041134",49.57217230708,27.1425537444414,51.5825960694164,42.2114176721381,47.2348471014536,40.4168180772987
"ENSMUSG00000016921","ENSMUSG00000016921",171.846577603404,236.387744010159,230.953966062771,187.124722091219,185.444686114299,210.401916206269
"ENSMUSG00000027408","ENSMUSG00000027408",70.5303963054731,93.4198901675822,72.9061101926003,66.9603738668143,67.1884698626881,41.0308857552688
"ENSMUSG00000014402","ENSMUSG00000014402",42.9480704215775,50.9989806990684,43.6624336808052,44.4727436188598,54.7879133444068,47.3390355380516
"ENSMUSG00000058603","ENSMUSG00000058603",183.085832441921,212.872732825902,192.622410912762,187.878497406793,143.282793952142,156.866379554157
"ENSMUSG00000055401","ENSMUSG00000055401",14.5513057812677,10.1144421972211,14.1649058104008,18.0906075737735,16.2334558057502,13.007069906092
"ENSMUSG00000055407","ENSMUSG00000055407",29.4283870651012,26.502399174997,25.0297439588802,15.7664670174206,21.588241575008,31.1499785733877
"ENSMUSG00000095562","ENSMUSG00000095562",30.7857849924582,17.9670049157387,26.4513115670924,36.2440297571781,12.0623595223282,22.273909410003
"ENSMUSG00000040771","ENSMUSG00000040771",36.8669277070179,30.5567114481447,25.2328250457677,26.3193214354551,29.2540401499456,25.7908424747404
"ENSMUSG00000040774","ENSMUSG00000040774",34.4779073548694,36.4888104583293,33.3052982495444,45.2893335440648,15.275230983883,35.950871328426
"ENSMUSG00000001657","ENSMUSG00000001657",52.6127436643598,29.276402309256,45.5917040062361,42.5254907202939,47.8548749273676,50.4651982622625
"ENSMUSG00000012126","ENSMUSG00000012126",3.14916319146839,4.39572804351803,4.41701363980239,3.39198892008252,2.70557596762503,2.34462204315821
"ENSMUSG00000025269","ENSMUSG00000025269",6.56980596840819,12.3763216759245,9.3925002685453,12.5001073166004,11.1605008664532,10.7740965316556
"ENSMUSG00000025268","ENSMUSG00000025268",25.0847136975585,43.1037410092545,25.8928385781519,31.5957486444724,29.9304341418518,34.7227359724859
"ENSMUSG00000025266","ENSMUSG00000025266",24.6503463608043,35.9340098314775,30.5637035765636,29.5856811362753,45.7129606196645,51.3025632776762
"ENSMUSG00000025265","ENSMUSG00000025265",11.7822140094593,21.9786402175901,11.017148963645,11.0553712950838,6.87667225104694,12.393002228122
"ENSMUSG00000025264","ENSMUSG00000025264",21.2297035838645,23.3869802703678,23.6589466223898,17.6509053063554,17.980806951508,22.943801422334
"ENSMUSG00000025261","ENSMUSG00000025261",453.533795488542,464.368124674948,497.447122330848,558.421879620993,478.717847771653,527.205013704433
"ENSMUSG00000025260","ENSMUSG00000025260",45.2284989395374,35.3792092046257,47.4702040599452,47.73910331968,67.1321036966959,64.2538088494073
"ENSMUSG00000060131","ENSMUSG00000060131",7.00417330516245,5.16391352685128,5.99089206318025,5.96738791496,3.55106845750785,4.13100074270733
"ENSMUSG00000047205","ENSMUSG00000047205",13.8997547761363,13.9553696138873,16.5511085813285,16.4574277233634,20.2918197571877,15.7982866241375
"ENSMUSG00000024725","ENSMUSG00000024725",75.5256206781471,70.6303874953625,81.1308942115427,88.1917119221456,79.5326602149773,72.4041616661001
"ENSMUSG00000001281","ENSMUSG00000001281",16.6145506308505,16.0038642361093,17.9726761895407,14.5729894344286,6.70757375307038,12.3371778937611
"ENSMUSG00000097971","ENSMUSG00000097971",13.9540506932306,16.1318951499982,13.8602841800696,16.1433546752076,13.8097106680861,13.2861915778966
"ENSMUSG00000067787","ENSMUSG00000067787",100.447446624423,53.2608601777718,71.2814614975006,62.3120927541086,74.4033391096882,66.2076605520391
"ENSMUSG00000053279","ENSMUSG00000053279",127.106741917716,134.731198382392,89.4064485022069,91.3324424037035,109.068531194884,88.7048672994858
"ENSMUSG00000109836","ENSMUSG00000109836",12.3251731804021,9.30357974259156,11.2202300505325,12.6885511454939,9.18768505672665,9.43431250699377
"ENSMUSG00000068324","ENSMUSG00000068324",27.5280299668013,34.7817316064776,26.8067034691455,26.256506825824,25.4211408624768,16.4681786364684
"ENSMUSG00000068329","ENSMUSG00000068329",11.8908058436479,12.7604144175912,13.2510409194072,15.3267647500025,12.9642181782032,12.2255292250393
"ENSMUSG00000068328","ENSMUSG00000068328",56.9021211148081,50.1027643018463,57.8781097629278,61.2442443903789,56.0843351622271,55.9918073639926
"ENSMUSG00000106383","ENSMUSG00000106383",3.20345910856267,3.62754256018478,5.17856771563038,3.45480352971368,4.45292711338285,2.40044637751912
"ENSMUSG00000063445","ENSMUSG00000063445",6.46121413421963,8.5780712305546,6.04166233490211,7.41212393647663,6.42574292310944,9.15519083518922
"ENSMUSG00000070522","ENSMUSG00000070522",6.67839780259676,6.95634632129552,4.21393255291492,5.2136125993861,8.17309406886726,5.80573077353463
"ENSMUSG00000066438","ENSMUSG00000066438",3.20345910856267,1.32298611018504,2.13235141231839,1.38192141188547,1.57825264778127,1.06066235285729
"ENSMUSG00000100975","ENSMUSG00000100975",11.5107344239879,7.12705420648069,8.32632456238611,8.35434308094399,6.82030608505475,6.92221746075282
"ENSMUSG00000019936","ENSMUSG00000019936",1.90035709829989,2.13384856481458,2.69082440125892,2.01006750819705,1.46552031579689,1.28395969030093
"ENSMUSG00000070469","ENSMUSG00000070469",11.9451017607422,7.0843772351844,8.02170293205491,11.0553712950838,9.24405122271884,8.87606916338467
"ENSMUSG00000064145","ENSMUSG00000064145",42.3508153335404,37.3423498842551,38.788487595506,41.6460861854576,44.4165388018442,36.2299930002305
"ENSMUSG00000020346","ENSMUSG00000020346",12.6509486829678,8.32200940277685,11.6771624960293,26.4449506547175,27.3939566722034,13.621137584062
"ENSMUSG00000064141","ENSMUSG00000064141",1.95465301539417,2.04849462222199,1.87850005370906,2.386955165984,1.97281580972658,2.90286538676731
"ENSMUSG00000107476","ENSMUSG00000107476",21.8269586719016,16.5586648629611,19.394243797753,14.6358040440598,15.1624986518986,13.7327862527838
"ENSMUSG00000107470","ENSMUSG00000107470",10.1533364966308,11.6508131638876,12.6925679304666,13.8820287284859,17.4735114575783,16.3007056333857
"ENSMUSG00000054728","ENSMUSG00000054728",3.14916319146839,3.58486558888849,6.49859478039891,12.8141803647562,3.21287146155472,2.67956804932367
"ENSMUSG00000054723","ENSMUSG00000054723",31.1115604950239,23.7283960407381,22.9481628182837,23.4298493924219,23.5046912187424,18.3662060047394
"ENSMUSG00000054720","ENSMUSG00000054720",43.2195500070489,40.116353018514,47.4702040599452,40.3269793832033,5.58025043322662,50.7443199340671
"ENSMUSG00000036745","ENSMUSG00000036745",8.30727531542523,9.98641128333222,2.89390548814639,7.78901159426357,11.0477685344689,7.9270554792492
"ENSMUSG00000036748","ENSMUSG00000036748",32.468958422381,29.276402309256,30.8683252068948,31.030417157792,30.6068281337581,31.5407489139141
"ENSMUSG00000113036","ENSMUSG00000113036",2.28042851795987,1.57904793796279,2.03081086887466,1.50755063114779,1.46552031579689,1.28395969030093
"ENSMUSG00000062797","ENSMUSG00000062797",14.1712343616078,13.0164762453689,13.5556625497384,13.2538826321743,16.9098497976564,13.2303672435356
"ENSMUSG00000062794","ENSMUSG00000062794",2.44331626924272,6.10280689536969,2.89390548814639,2.51258438524631,1.46552031579689,4.35429808015097
"ENSMUSG00000062421","ENSMUSG00000062421",24.5417545266157,29.9165568787004,17.6680545592095,25.879619168037,16.4589204697189,28.5820591927859
"ENSMUSG00000024601","ENSMUSG00000024601",111.198038209091,85.0978807648053,91.3357188276378,90.2645940399738,96.9498055065634,97.245990456705
"ENSMUSG00000019066","ENSMUSG00000019066",35.4552338625665,66.5333982509185,27.8728791753047,36.0555859282846,34.157896591266,33.8295466227114
"ENSMUSG00000035498","ENSMUSG00000035498",43.6539173438032,30.1299417351818,20.0542573301373,20.4775627397575,12.2314580203048,48.902116900157
"ENSMUSG00000091460","ENSMUSG00000091460",3.31205094275124,3.49951164629591,2.74159467298079,1.75880906967242,2.98740679758597,1.78637869954912
"ENSMUSG00000055897","ENSMUSG00000055897",33.5005808471724,19.8874686240719,27.6190278166954,25.6283607295124,30.9450251297112,21.4365443945894
"ENSMUSG00000028444","ENSMUSG00000028444",11.9993976778364,4.65178987129578,14.6726085276194,18.2162367930358,14.8806678219376,10.6624478629338
"ENSMUSG00000028445","ENSMUSG00000028445",6.78698963678532,2.5179413064812,8.17401374722051,11.0553712950838,10.0331775466095,5.41496043300826
"ENSMUSG00000031918","ENSMUSG00000031918",61.4629781507279,67.6003225333258,61.5335693269022,65.6412670645599,63.8064999031569,70.7852559696337
"ENSMUSG00000112346","ENSMUSG00000112346",4.61515295301402,2.21920250740716,4.16316228119305,3.39198892008252,2.14191430770315,3.51693306473732
"ENSMUSG00000031916","ENSMUSG00000031916",23.2386525163529,23.2162723851826,29.3452170552388,30.9676025481608,31.5086867896331,35.280979316095
"ENSMUSG00000031917","ENSMUSG00000031917",10.3162242479137,16.8147266907389,14.8756896145069,12.5629219262316,14.8806678219376,15.7424622897766
"ENSMUSG00000031910","ENSMUSG00000031910",2.55190810343128,4.13966621574028,1.98004059715279,1.82162367930358,2.64920980163284,1.84220303391003
"ENSMUSG00000031913","ENSMUSG00000031913",43.1109581728604,41.9514627842546,43.1547309635865,45.6034065922206,51.4623095508677,47.2273868693298
"ENSMUSG00000038637","ENSMUSG00000038637",9.17600998893375,7.68185483333248,7.86939211688931,8.98248917725557,8.11672790287508,6.810568792031
"ENSMUSG00000038633","ENSMUSG00000038633",98.7099772774057,88.0425917842495,95.1434892067778,40.2641647735722,101.571831117923,105.228870270315
"ENSMUSG00000030357","ENSMUSG00000030357",101.04470171246,170.067730615722,147.792260982353,151.38320921109,151.681352684978,199.069576331005
"ENSMUSG00000030351","ENSMUSG00000030351",6.46121413421963,8.45004031666572,8.07247320377677,4.89953955123031,3.88926545346097,5.52660910173008
"ENSMUSG00000030353","ENSMUSG00000030353",4.50656111882545,2.56061827777749,4.16316228119305,4.89953955123031,5.07295493929692,4.41012241451188
"ENSMUSG00000030352","ENSMUSG00000030352",41.9164479967861,45.2802665453653,42.6470282463679,58.6688453955014,43.6274124779535,45.3851838354197
"ENSMUSG00000104814","ENSMUSG00000104814",6.94987738806817,5.33462141203644,6.54936505212078,6.28146096311578,6.36937675711725,8.03870414797102
"ENSMUSG00000098332","ENSMUSG00000098332",6.29832638293678,6.31619175185115,6.39705423695518,6.53271940164042,6.82030608505475,5.6382577704519
"ENSMUSG00000073468","ENSMUSG00000073468",10.4791119991965,12.0775828768505,14.9772301579506,12.8141803647562,13.2460490081642,14.7934486056411
"ENSMUSG00000049690","ENSMUSG00000049690",9.55608140859373,4.95052867036982,6.34628396523331,4.33420806454989,5.07295493929692,4.80089275503825
"ENSMUSG00000035329","ENSMUSG00000035329",7.60142839319956,6.23083780925857,16.1449464075535,9.86189371209178,17.5862437895627,11.7231102157911
"ENSMUSG00000035325","ENSMUSG00000035325",120.211160446742,138.657479741651,119.259368274664,122.362859561495,119.665370401415,143.301066304456
"ENSMUSG00000070605","ENSMUSG00000070605",11.9993976778364,11.7361671064802,11.0679192353669,15.0755063114779,7.83489707291414,10.1042045193247
"ENSMUSG00000026950","ENSMUSG00000026950",40.1246827326748,959.933115367486,2.23389195576213,1.82162367930358,1236.33548487265,2.51209504624094
"ENSMUSG00000075704","ENSMUSG00000075704",15.4743363718705,12.7604144175912,17.3126626571565,18.4046806219292,22.3210017329065,18.8128006796266
"ENSMUSG00000075706","ENSMUSG00000075706",51.1467539028142,41.7807548990694,61.5843395986241,61.9980197059528,62.5100780853365,69.9478909542201
"ENSMUSG00000075701","ENSMUSG00000075701",37.7899582976207,38.4092741666624,32.1375819999415,42.2114176721381,42.6128214900942,36.2299930002305
"ENSMUSG00000023707","ENSMUSG00000023707",6.73269371969104,5.5480062685179,8.07247320377677,7.6005677653701,7.38396774497663,8.26200148541466
"ENSMUSG00000026956","ENSMUSG00000026956",18.0262444753018,14.7662320685169,19.4450140694749,16.6458715522568,12.2314580203048,9.82508284752014
"ENSMUSG00000075702","ENSMUSG00000075702",23.1843565992587,17.4975582314795,23.4558655355023,21.482596493856,13.0205843441954,17.8637869954912
"ENSMUSG00000026958","ENSMUSG00000026958",19.600826071036,17.4122042888869,21.8312168404026,25.7539899487747,18.882665607383,15.7424622897766
"ENSMUSG00000043061","ENSMUSG00000043061",31.8717033343439,31.4102508740706,34.0668523253724,31.0932317674231,32.1287146155472,34.666911638125
"ENSMUSG00000043065","ENSMUSG00000043065",19.1121628171875,24.4539045527751,20.3588789604685,17.2740176485684,13.0205843441954,15.7424622897766
"ENSMUSG00000043067","ENSMUSG00000043067",29.211203396724,23.8137499833307,20.0034870584154,33.5430015430383,18.6008347774221,31.8756949200795
"ENSMUSG00000022257","ENSMUSG00000022257",53.6443660891512,59.0649282740675,65.8998126949827,69.9754751291098,77.2780135752898,52.3632256305335
"ENSMUSG00000022255","ENSMUSG00000022255",78.2947124499555,102.040638369433,73.769204811872,101.822482212107,116.45249893986,99.2556664936978
"ENSMUSG00000022253","ENSMUSG00000022253",30.4057135727982,25.6915367203675,22.7450817313962,25.6283607295124,38.7235560366332,25.7908424747404
"ENSMUSG00000029283","ENSMUSG00000029283",8.03579572995382,44.6827889472172,11.5756219525856,10.5528544180345,10.6532053725235,20.2642333730103
"ENSMUSG00000031007","ENSMUSG00000031007",41.1563051574662,41.866108841662,48.7394608529918,47.1737718329995,37.3144018868285,38.1280203685014
"ENSMUSG00000062328","ENSMUSG00000062328",3.47493869403408,4.31037410092545,3.30006766192132,3.580432748976,2.02918197571877,2.17714904007549
"ENSMUSG00000017288","ENSMUSG00000017288",39.1473562249777,39.6895833055511,37.9253929762343,39.384760238736,38.667189870641,38.7420880464715
"ENSMUSG00000028882","ENSMUSG00000028882",27.5280299668013,25.179413064812,27.1113250994767,22.0479279805364,26.6048303483128,30.1451405548913
"ENSMUSG00000028883","ENSMUSG00000028883",6.40691821712534,4.48108198611061,6.09243260662398,6.97242166905852,4.05836395143754,6.30814978278282
"ENSMUSG00000028884","ENSMUSG00000028884",7.76431614448241,16.7293727481463,8.58017592099544,9.2337476157802,9.4131497206954,15.7982866241375
"ENSMUSG00000028885","ENSMUSG00000028885",2.82338768890269,10.2851500824063,5.63550016112718,2.8266574334021,1.80371731175002,7.14551479819646
"ENSMUSG00000028886","ENSMUSG00000028886",48.81202946776,47.0726993398096,48.8410013964356,51.0682776301313,47.9112410933598,47.6181572098561
"ENSMUSG00000028889","ENSMUSG00000028889",6.02684679746537,6.61493055092519,6.85398668245198,6.90960705942736,8.28582640085164,6.92221746075282
"ENSMUSG00000034636","ENSMUSG00000034636",104.139568986834,92.9931204546193,93.5696107834,92.6515492059578,126.203845656509,107.126897638586
"ENSMUSG00000034634","ENSMUSG00000034634",57.1193047831853,7.29776209166585,49.7040960157073,85.1137960502189,109.124897360876,15.6308136210548
"ENSMUSG00000102411","ENSMUSG00000102411",9.28460182312232,7.25508512036956,9.59558135543277,12.9398095840185,9.4131497206954,10.9973938690992
"ENSMUSG00000029422","ENSMUSG00000029422",75.1455492584871,68.4111849879553,66.6613667708107,61.8723904866905,74.7415361056413,60.2344567754218
"ENSMUSG00000029427","ENSMUSG00000029427",32.6861420907581,33.7148073240703,38.3823254217311,32.4751531793086,30.3249973037972,32.0989922575232
"ENSMUSG00000029426","ENSMUSG00000029426",221.907413164333,192.259755689793,229.227776824227,243.218168491843,227.832042940424,177.186437261528
"ENSMUSG00000029428","ENSMUSG00000029428",55.8162027729225,39.6469063342548,54.6288123727284,50.6913899723444,52.5896328707114,44.7152918230888
